GroupRank,GroupName,GroupTotalCount,GroupPercentOfGames,OpeningRank,OpeningName,VariationName,Count,PercentOfGames
7,"Indian Defense",341157,3.409230,212,"Indian Defense: Normal Variation","Normal Variation",11768,0.117599
7,"Indian Defense",341157,3.409230,334,"Indian Defense: Reversed Chigorin Defense","Reversed Chigorin Defense",7117,0.071121
7,"Indian Defense",341157,3.409230,442,"Indian Defense: Budapest Defense, Rubinstein Variation","Budapest Defense, Rubinstein Variation",5522,0.055182
7,"Indian Defense",341157,3.409230,445,"Indian Defense: Budapest Defense","Budapest Defense",5504,0.055002
7,"Indian Defense",341157,3.409230,459,"Indian Defense: Tartakower Attack","Tartakower Attack",5395,0.053913
7,"Indian Defense",341157,3.409230,480,"Indian Defense: King's Indian Variation, Fianchetto Variation","King's Indian Variation, Fianchetto Variation",5089,0.050855
7,"Indian Defense",341157,3.409230,492,"Indian Defense: Pseudo-Benko","Pseudo-Benko",4933,0.049296
7,"Indian Defense",341157,3.409230,512,"Indian Defense: Budapest Defense, Adler Variation","Budapest Defense, Adler Variation",4661,0.046578
7,"Indian Defense",341157,3.409230,610,"Indian Defense: Budapest Defense, Fajarowicz Variation","Budapest Defense, Fajarowicz Variation",3639,0.036365
7,"Indian Defense",341157,3.409230,698,"Indian Defense: Anti-Grünfeld, Alekhine Variation","Anti-Grünfeld, Alekhine Variation",2973,0.029710
7,"Indian Defense",341157,3.409230,728,"Indian Defense: Dzindzi-Indian Defense","Dzindzi-Indian Defense",2765,0.027631
7,"Indian Defense",341157,3.409230,776,"Indian Defense: West Indian Defense","West Indian Defense",2480,0.024783
7,"Indian Defense",341157,3.409230,932,"Indian Defense: Czech-Indian","Czech-Indian",1816,0.018148
7,"Indian Defense",341157,3.409230,954,"Indian Defense: Polish Variation","Polish Variation",1762,0.017608
8,"Ruy Lopez",317607,3.173892,29,"Ruy Lopez: Berlin Defense","Berlin Defense",43880,0.438499
8,"Ruy Lopez",317607,3.173892,33,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted","Berlin Defense, Rio Gambit Accepted",42975,0.429455
8,"Ruy Lopez",317607,3.173892,112,"Ruy Lopez: Berlin Defense, l'Hermet Variation, Berlin Wall Defense","Berlin Defense, l'Hermet Variation, Berlin Wall Defense",19425,0.194117
8,"Ruy Lopez",317607,3.173892,127,"Ruy Lopez: Morphy Defense, Anderssen Variation","Morphy Defense, Anderssen Variation",17666,0.176539
8,"Ruy Lopez",317607,3.173892,131,"Ruy Lopez: Morphy Defense","Morphy Defense",17306,0.172941
8,"Ruy Lopez",317607,3.173892,231,"Ruy Lopez: Morphy Defense, Modern Steinitz Defense","Morphy Defense, Modern Steinitz Defense",10727,0.107196
8,"Ruy Lopez",317607,3.173892,264,"Ruy Lopez: Closed","Closed",9110,0.091038
8,"Ruy Lopez",317607,3.173892,274,"Ruy Lopez: Cozio Defense","Cozio Defense",8847,0.088409
8,"Ruy Lopez",317607,3.173892,306,"Ruy Lopez: Berlin Defense, Berlin Wall","Berlin Defense, Berlin Wall",7757,0.077517
8,"Ruy Lopez",317607,3.173892,308,"Ruy Lopez: Marshall Attack, Modern Variation","Marshall Attack, Modern Variation",7739,0.077337
8,"Ruy Lopez",317607,3.173892,309,"Ruy Lopez: Schliemann Defense","Schliemann Defense",7715,0.077097
8,"Ruy Lopez",317607,3.173892,338,"Ruy Lopez: Open, Bernstein Variation","Open, Bernstein Variation",6962,0.069572
8,"Ruy Lopez",317607,3.173892,343,"Ruy Lopez: Closed, Anti-Marshall","Closed, Anti-Marshall",6840,0.068353
8,"Ruy Lopez",317607,3.173892,379,"Ruy Lopez: Closed, Martinez Variation","Closed, Martinez Variation",6337,0.063327
8,"Ruy Lopez",317607,3.173892,430,"Ruy Lopez: Exchange Variation, Normal Variation","Exchange Variation, Normal Variation",5596,0.055922
8,"Ruy Lopez",317607,3.173892,501,"Ruy Lopez: Fianchetto Defense","Fianchetto Defense",4791,0.047877
8,"Ruy Lopez",317607,3.173892,524,"Ruy Lopez: Closed, Chigorin Defense","Closed, Chigorin Defense",4569,0.045659
8,"Ruy Lopez",317607,3.173892,543,"Ruy Lopez: Morphy Defense, Cozio Defense","Morphy Defense, Cozio Defense",4346,0.043430
8,"Ruy Lopez",317607,3.173892,551,"Ruy Lopez: Morphy Defense, Classical Defense Deferred","Morphy Defense, Classical Defense Deferred",4294,0.042911
8,"Ruy Lopez",317607,3.173892,556,"Ruy Lopez: Classical Variation","Classical Variation",4256,0.042531
8,"Ruy Lopez",317607,3.173892,562,"Ruy Lopez: Exchange Variation, Gligoric Variation","Exchange Variation, Gligoric Variation",4216,0.042131
8,"Ruy Lopez",317607,3.173892,605,"Ruy Lopez: Marshall Attack, Modern Main Line","Marshall Attack, Modern Main Line",3735,0.037324
8,"Ruy Lopez",317607,3.173892,607,"Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation","Morphy Defense, Neo-Arkhangelsk Variation",3672,0.036695
8,"Ruy Lopez",317607,3.173892,611,"Ruy Lopez: Closed, Flohr System","Closed, Flohr System",3637,0.036345
8,"Ruy Lopez",317607,3.173892,616,"Ruy Lopez: Exchange Variation","Exchange Variation",3601,0.035985
8,"Ruy Lopez",317607,3.173892,635,"Ruy Lopez: Morphy Defense, Steinitz Deferred","Morphy Defense, Steinitz Deferred",3453,0.034506
8,"Ruy Lopez",317607,3.173892,645,"Ruy Lopez: Morphy Defense, Mackenzie Variation","Morphy Defense, Mackenzie Variation",3409,0.034067
8,"Ruy Lopez",317607,3.173892,661,"Ruy Lopez: Open","Open",3251,0.032488
8,"Ruy Lopez",317607,3.173892,678,"Ruy Lopez: Exchange Variation, Keres Variation","Exchange Variation, Keres Variation",3127,0.031249
8,"Ruy Lopez",317607,3.173892,724,"Ruy Lopez: Morphy Defense, Tarrasch Variation","Morphy Defense, Tarrasch Variation",2793,0.027911
8,"Ruy Lopez",317607,3.173892,740,"Ruy Lopez: Exchange Variation, Alapin Gambit","Exchange Variation, Alapin Gambit",2701,0.026991
8,"Ruy Lopez",317607,3.173892,743,"Ruy Lopez: Open Berlin Defense, l'Hermet Variation","Open Berlin Defense, l'Hermet Variation",2682,0.026802
8,"Ruy Lopez",317607,3.173892,758,"Ruy Lopez: Morphy Defense, Arkhangelsk Variation","Morphy Defense, Arkhangelsk Variation",2561,0.025592
8,"Ruy Lopez",317607,3.173892,786,"Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid","Morphy Defense, Breyer Defense, Zaitsev Hybrid",2441,0.024393
8,"Ruy Lopez",317607,3.173892,788,"Ruy Lopez: Exchange Variation, King's Bishop Variation","Exchange Variation, King's Bishop Variation",2440,0.024383
8,"Ruy Lopez",317607,3.173892,792,"Ruy Lopez: Morphy Defense, Wormald Attack","Morphy Defense, Wormald Attack",2414,0.024123
8,"Ruy Lopez",317607,3.173892,828,"Ruy Lopez: Closed, Delayed Exchange","Closed, Delayed Exchange",2215,0.022135
8,"Ruy Lopez",317607,3.173892,831,"Ruy Lopez: Morphy Defense, Bayreuth Variation","Morphy Defense, Bayreuth Variation",2189,0.021875
8,"Ruy Lopez",317607,3.173892,868,"Ruy Lopez: Open, Classical Defense","Open, Classical Defense",2046,0.020446
8,"Ruy Lopez",317607,3.173892,878,"Ruy Lopez: Classical Variation, Central Variation","Classical Variation, Central Variation",2006,0.020046
8,"Ruy Lopez",317607,3.173892,905,"Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid","Closed, Breyer Defense, Zaitsev Hybrid",1913,0.019117
8,"Ruy Lopez",317607,3.173892,921,"Ruy Lopez: Closed, Pilnik Variation","Closed, Pilnik Variation",1845,0.018437
8,"Ruy Lopez",317607,3.173892,923,"Ruy Lopez: Morphy Defense, Schliemann Defense Deferred","Morphy Defense, Schliemann Defense Deferred",1844,0.018427
8,"Ruy Lopez",317607,3.173892,925,"Ruy Lopez: Morphy Defense, Norwegian Variation","Morphy Defense, Norwegian Variation",1838,0.018367
8,"Ruy Lopez",317607,3.173892,938,"Ruy Lopez: Steinitz Defense","Steinitz Defense",1799,0.017978
8,"Ruy Lopez",317607,3.173892,939,"Ruy Lopez: Schliemann Defense, Tartakower Variation","Schliemann Defense, Tartakower Variation",1798,0.017968
8,"Ruy Lopez",317607,3.173892,943,"Ruy Lopez: Morphy Defense, Fianchetto Defense Deferred","Morphy Defense, Fianchetto Defense Deferred",1794,0.017928
8,"Ruy Lopez",317607,3.173892,966,"Ruy Lopez: Bird Variation","Bird Variation",1721,0.017198
8,"Ruy Lopez",317607,3.173892,979,"Ruy Lopez: Open, Main Line","Open, Main Line",1673,0.016719
8,"Ruy Lopez",317607,3.173892,986,"Ruy Lopez: Exchange, Alekhine Variation","Exchange, Alekhine Variation",1655,0.016539
9,"King's Indian Defense",314581,3.143653,48,"King's Indian Defense: Orthodox Variation","Orthodox Variation",36287,0.362621
9,"King's Indian Defense",314581,3.143653,86,"King's Indian Defense: Normal Variation, King's Knight Variation","Normal Variation, King's Knight Variation",23574,0.235578
9,"King's Indian Defense",314581,3.143653,126,"King's Indian Defense: Normal Variation","Normal Variation",17674,0.176619
9,"King's Indian Defense",314581,3.143653,171,"King's Indian Defense: Makogonov Variation","Makogonov Variation",14349,0.143392
9,"King's Indian Defense",314581,3.143653,188,"King's Indian Defense: Semi-Averbakh System","Semi-Averbakh System",13186,0.131770
9,"King's Indian Defense",314581,3.143653,190,"King's Indian Defense: Normal Variation, Rare Defenses","Normal Variation, Rare Defenses",12616,0.126073
9,"King's Indian Defense",314581,3.143653,251,"King's Indian Defense: Fianchetto Variation, Uhlmann-Szabo System","Fianchetto Variation, Uhlmann-Szabo System",9907,0.099002
9,"King's Indian Defense",314581,3.143653,252,"King's Indian Defense: Orthodox Variation, Gligoric-Taimanov System","Orthodox Variation, Gligoric-Taimanov System",9817,0.098103
9,"King's Indian Defense",314581,3.143653,253,"King's Indian Defense","",9718,0.097113
9,"King's Indian Defense",314581,3.143653,285,"King's Indian Defense: Fianchetto Variation, Panno Variation","Fianchetto Variation, Panno Variation",8375,0.083693
9,"King's Indian Defense",314581,3.143653,289,"King's Indian Defense: Petrosian Variation, Stein Defense","Petrosian Variation, Stein Defense",8314,0.083083
9,"King's Indian Defense",314581,3.143653,307,"King's Indian Defense: Sämisch Variation, Normal Defense","Sämisch Variation, Normal Defense",7748,0.077427
9,"King's Indian Defense",314581,3.143653,325,"King's Indian Defense: Orthodox Variation, Glek Defense","Orthodox Variation, Glek Defense",7367,0.073619
9,"King's Indian Defense",314581,3.143653,347,"King's Indian Defense: Orthodox Variation, Positional Defense","Orthodox Variation, Positional Defense",6792,0.067873
9,"King's Indian Defense",314581,3.143653,364,"King's Indian Defense: Orthodox Variation, Bayonet Attack","Orthodox Variation, Bayonet Attack",6560,0.065555
9,"King's Indian Defense",314581,3.143653,378,"King's Indian Defense: Fianchetto Variation, Classical Variation","Fianchetto Variation, Classical Variation",6339,0.063347
9,"King's Indian Defense",314581,3.143653,402,"King's Indian Defense: Fianchetto Variation, Classical Fianchetto","Fianchetto Variation, Classical Fianchetto",6012,0.060079
9,"King's Indian Defense",314581,3.143653,419,"King's Indian Defense: Exchange Variation","Exchange Variation",5769,0.057650
9,"King's Indian Defense",314581,3.143653,473,"King's Indian Defense: Orthodox Variation, Classical System","Orthodox Variation, Classical System",5223,0.052194
9,"King's Indian Defense",314581,3.143653,489,"King's Indian Defense: Smyslov Variation","Smyslov Variation",5011,0.050076
9,"King's Indian Defense",314581,3.143653,494,"King's Indian Defense: Steiner Attack","Steiner Attack",4899,0.048956
9,"King's Indian Defense",314581,3.143653,508,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense","Orthodox Variation, Aronin-Taimanov Defense",4735,0.047318
9,"King's Indian Defense",314581,3.143653,527,"King's Indian Defense: Fianchetto Variation, Larsen Defense","Fianchetto Variation, Larsen Defense",4544,0.045409
9,"King's Indian Defense",314581,3.143653,529,"King's Indian Defense: Fianchetto Variation, Classical Main Line","Fianchetto Variation, Classical Main Line",4542,0.045389
9,"King's Indian Defense",314581,3.143653,555,"King's Indian Defense: Fianchetto Variation, Lesser Simagin (Spassky)","Fianchetto Variation, Lesser Simagin (Spassky)",4256,0.042531
9,"King's Indian Defense",314581,3.143653,581,"King's Indian Defense: Four Pawns Attack, Dynamic Attack","Four Pawns Attack, Dynamic Attack",3979,0.039763
9,"King's Indian Defense",314581,3.143653,584,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation","Fianchetto Variation, Yugoslav Variation",3954,0.039513
9,"King's Indian Defense",314581,3.143653,587,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Exchange Line","Fianchetto Variation, Yugoslav Variation, Exchange Line",3917,0.039143
9,"King's Indian Defense",314581,3.143653,590,"King's Indian Defense: Fianchetto Variation, Kavalek Defense","Fianchetto Variation, Kavalek Defense",3909,0.039063
9,"King's Indian Defense",314581,3.143653,637,"King's Indian Defense: Normal Variation, Standard Development","Normal Variation, Standard Development",3450,0.034476
9,"King's Indian Defense",314581,3.143653,663,"King's Indian Defense: Sämisch Variation, Bobotsov-Korchnoi-Petrosian Variation","Sämisch Variation, Bobotsov-Korchnoi-Petrosian Variation",3232,0.032298
9,"King's Indian Defense",314581,3.143653,668,"King's Indian Defense: Orthodox Variation, Bayonet Attack, Sokolov's Line","Orthodox Variation, Bayonet Attack, Sokolov's Line",3200,0.031978
9,"King's Indian Defense",314581,3.143653,679,"King's Indian Defense: Sämisch Variation","Sämisch Variation",3116,0.031139
9,"King's Indian Defense",314581,3.143653,681,"King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line","Fianchetto Variation, Yugoslav Variation, Advance Line",3102,0.030999
9,"King's Indian Defense",314581,3.143653,689,"King's Indian Defense: Sämisch Variation, Sämisch Gambit","Sämisch Variation, Sämisch Gambit",3033,0.030309
9,"King's Indian Defense",314581,3.143653,708,"King's Indian Defense: Kramer Variation","Kramer Variation",2917,0.029150
9,"King's Indian Defense",314581,3.143653,723,"King's Indian Defense: Four Pawns Attack","Four Pawns Attack",2803,0.028011
9,"King's Indian Defense",314581,3.143653,784,"King's Indian Defense: Semi-Classical Variation","Semi-Classical Variation",2447,0.024453
9,"King's Indian Defense",314581,3.143653,785,"King's Indian Defense: Kazakh Variation","Kazakh Variation",2442,0.024403
9,"King's Indian Defense",314581,3.143653,793,"King's Indian Defense: Orthodox Variation, Classical System, Neo-Classical Line","Orthodox Variation, Classical System, Neo-Classical Line",2412,0.024103
9,"King's Indian Defense",314581,3.143653,796,"King's Indian Defense: Orthodox Variation, Positional Defense, Closed Line","Orthodox Variation, Positional Defense, Closed Line",2375,0.023734
9,"King's Indian Defense",314581,3.143653,827,"King's Indian Defense: Petrosian Variation","Petrosian Variation",2219,0.022175
9,"King's Indian Defense",314581,3.143653,857,"King's Indian Defense: Fianchetto Variation, Immediate Fianchetto","Fianchetto Variation, Immediate Fianchetto",2084,0.020826
9,"King's Indian Defense",314581,3.143653,861,"King's Indian Defense: Fianchetto Variation, Simagin Variation","Fianchetto Variation, Simagin Variation",2064,0.020626
9,"King's Indian Defense",314581,3.143653,869,"King's Indian Defense: Averbakh Variation, Benoni Defense, Advance Variation","Averbakh Variation, Benoni Defense, Advance Variation",2040,0.020386
9,"King's Indian Defense",314581,3.143653,891,"King's Indian Defense: Four Pawns Attack, Normal Attack","Four Pawns Attack, Normal Attack",1963,0.019617
9,"King's Indian Defense",314581,3.143653,912,"King's Indian Defense: Sämisch Variation, Closed Variation","Sämisch Variation, Closed Variation",1882,0.018807
9,"King's Indian Defense",314581,3.143653,949,"King's Indian Defense: Fianchetto Variation, Yugoslav System","Fianchetto Variation, Yugoslav System",1775,0.017738
9,"King's Indian Defense",314581,3.143653,977,"King's Indian Defense: Larsen Variation","Larsen Variation",1676,0.016749
9,"King's Indian Defense",314581,3.143653,981,"King's Indian Defense: Sämisch Variation, Panno Main Line","Sämisch Variation, Panno Main Line",1670,0.016689
9,"King's Indian Defense",314581,3.143653,983,"King's Indian Defense: Sämisch Variation, Yates Defense","Sämisch Variation, Yates Defense",1665,0.016639
9,"King's Indian Defense",314581,3.143653,989,"King's Indian Defense: Sämisch Variation, Panno Formation","Sämisch Variation, Panno Formation",1641,0.016399
10,"Zukertort Opening",305191,3.049817,11,"Zukertort Opening","",64606,0.645617
10,"Zukertort Opening",305191,3.049817,21,"Zukertort Opening: Sicilian Invitation","Sicilian Invitation",49063,0.490294
10,"Zukertort Opening",305191,3.049817,34,"Zukertort Opening: Kingside Fianchetto","Kingside Fianchetto",42084,0.420551
10,"Zukertort Opening",305191,3.049817,84,"Zukertort Opening: Nimzo-Larsen Variation","Nimzo-Larsen Variation",24108,0.240915
10,"Zukertort Opening",305191,3.049817,124,"Zukertort Opening: Pirc Invitation","Pirc Invitation",18012,0.179996
10,"Zukertort Opening",305191,3.049817,162,"Zukertort Opening: Dutch Variation","Dutch Variation",14898,0.148878
10,"Zukertort Opening",305191,3.049817,186,"Zukertort Opening: Queen's Gambit Invitation","Queen's Gambit Invitation",13225,0.132159
10,"Zukertort Opening",305191,3.049817,196,"Zukertort Opening: Slav Invitation","Slav Invitation",12287,0.122786
10,"Zukertort Opening",305191,3.049817,207,"Zukertort Opening: Queenside Fianchetto Variation","Queenside Fianchetto Variation",12066,0.120577
10,"Zukertort Opening",305191,3.049817,258,"Zukertort Opening: Quiet System","Quiet System",9406,0.093995
10,"Zukertort Opening",305191,3.049817,286,"Zukertort Opening: Black Mustang Defense","Black Mustang Defense",8363,0.083573
10,"Zukertort Opening",305191,3.049817,293,"Zukertort Opening: Old Indian Attack","Old Indian Attack",8177,0.081714
10,"Zukertort Opening",305191,3.049817,345,"Zukertort Opening: Reversed Grünfeld","Reversed Grünfeld",6830,0.068253
10,"Zukertort Opening",305191,3.049817,554,"Zukertort Opening: Tennison Gambit","Tennison Gambit",4261,0.042581
10,"Zukertort Opening",305191,3.049817,593,"Zukertort Opening: Reversed Mexican Defense","Reversed Mexican Defense",3868,0.038653
10,"Zukertort Opening",305191,3.049817,766,"Zukertort Opening: Polish Defense","Polish Defense",2532,0.025303
10,"Zukertort Opening",305191,3.049817,832,"Zukertort Opening: Herrstrom Gambit","Herrstrom Gambit",2185,0.021835
10,"Zukertort Opening",305191,3.049817,850,"Zukertort Opening: Basman Defense","Basman Defense",2109,0.021076
10,"Zukertort Opening",305191,3.049817,859,"Zukertort Opening: Lemberger Gambit","Lemberger Gambit",2070,0.020686
10,"Zukertort Opening",305191,3.049817,960,"Zukertort Opening: Ross Gambit","Ross Gambit",1745,0.017438
10,"Zukertort Opening",305191,3.049817,984,"Zukertort Opening: Double Fianchetto Attack","Double Fianchetto Attack",1658,0.016569
10,"Zukertort Opening",305191,3.049817,992,"Zukertort Opening: St. George Defense","St. George Defense",1638,0.016369
11,"Modern Defense",227013,2.268573,5,"Modern Defense","",94858,0.947929
11,"Modern Defense",227013,2.268573,27,"Modern Defense: Standard Defense","Standard Defense",44095,0.440648
11,"Modern Defense",227013,2.268573,67,"Modern Defense: Standard Line","Standard Line",27692,0.276730
11,"Modern Defense",227013,2.268573,216,"Modern Defense: Two Knights Variation","Two Knights Variation",11510,0.115021
11,"Modern Defense",227013,2.268573,233,"Modern Defense: Averbakh System","Averbakh System",10552,0.105448
11,"Modern Defense",227013,2.268573,245,"Modern Defense: Pseudo-Austrian Attack","Pseudo-Austrian Attack",10044,0.100371
11,"Modern Defense",227013,2.268573,396,"Modern Defense: Kotov Variation","Kotov Variation",6101,0.060968
11,"Modern Defense",227013,2.268573,451,"Modern Defense: Geller's System","Geller's System",5447,0.054433
11,"Modern Defense",227013,2.268573,515,"Modern Defense: Norwegian Defense","Norwegian Defense",4639,0.046358
11,"Modern Defense",227013,2.268573,531,"Modern Defense: Two Knights Variation, Suttles Variation","Two Knights Variation, Suttles Variation",4492,0.044889
11,"Modern Defense",227013,2.268573,691,"Modern Defense: Beefeater Variation","Beefeater Variation",3008,0.030059
11,"Modern Defense",227013,2.268573,790,"Modern Defense: Lizard Defense, Mittenberger Gambit","Lizard Defense, Mittenberger Gambit",2432,0.024303
11,"Modern Defense",227013,2.268573,841,"Modern Defense: Three Pawns Attack","Three Pawns Attack",2143,0.021415
12,"King's Indian Attack",209347,2.092034,4,"King's Indian Attack","",97961,0.978938
12,"King's Indian Attack",209347,2.092034,26,"King's Indian Attack: Symmetrical Defense","Symmetrical Defense",45134,0.451030
12,"King's Indian Attack",209347,2.092034,182,"King's Indian Attack: Sicilian Variation","Sicilian Variation",13510,0.135007
12,"King's Indian Attack",209347,2.092034,198,"King's Indian Attack: Yugoslav Variation","Yugoslav Variation",12218,0.122096
12,"King's Indian Attack",209347,2.092034,263,"King's Indian Attack: Wahls Defense","Wahls Defense",9124,0.091177
12,"King's Indian Attack",209347,2.092034,291,"King's Indian Attack: Keres Variation","Keres Variation",8277,0.082713
12,"King's Indian Attack",209347,2.092034,341,"King's Indian Attack: French Variation","French Variation",6846,0.068413
12,"King's Indian Attack",209347,2.092034,342,"King's Indian Attack: Spassky Variation","Spassky Variation",6843,0.068383
12,"King's Indian Attack",209347,2.092034,350,"King's Indian Attack: Double Fianchetto","Double Fianchetto",6775,0.067704
12,"King's Indian Attack",209347,2.092034,745,"King's Indian Attack: Pachman System","Pachman System",2659,0.026572
13,"Slav Defense",203120,2.029807,39,"Slav Defense: Exchange Variation","Exchange Variation",40064,0.400365
13,"Slav Defense",203120,2.029807,56,"Slav Defense: Modern Line","Modern Line",32360,0.323378
13,"Slav Defense",203120,2.029807,66,"Slav Defense","",28872,0.288522
13,"Slav Defense",203120,2.029807,140,"Slav Defense: Quiet Variation","Quiet Variation",16297,0.162858
13,"Slav Defense",203120,2.029807,174,"Slav Defense: Quiet Variation, Schallopp Defense","Quiet Variation, Schallopp Defense",14025,0.140154
13,"Slav Defense",203120,2.029807,324,"Slav Defense: Chameleon Variation","Chameleon Variation",7384,0.073789
13,"Slav Defense",203120,2.029807,332,"Slav Defense: Three Knights Variation","Three Knights Variation",7206,0.072011
13,"Slav Defense",203120,2.029807,340,"Slav Defense: Quiet Variation, Pin Defense","Quiet Variation, Pin Defense",6870,0.068653
13,"Slav Defense",203120,2.029807,351,"Slav Defense: Chebanenko Variation","Chebanenko Variation",6757,0.067524
13,"Slav Defense",203120,2.029807,415,"Slav Defense: Exchange Variation, Symmetrical Line","Exchange Variation, Symmetrical Line",5798,0.057940
13,"Slav Defense",203120,2.029807,441,"Slav Defense: Geller Gambit","Geller Gambit",5536,0.055322
13,"Slav Defense",203120,2.029807,452,"Slav Defense: Schlechter Variation","Schlechter Variation",5434,0.054303
13,"Slav Defense",203120,2.029807,565,"Slav Defense: Czech Variation, Krause Attack","Czech Variation, Krause Attack",4187,0.041841
13,"Slav Defense",203120,2.029807,588,"Slav Defense: Czech Variation, Dutch Variation","Czech Variation, Dutch Variation",3916,0.039133
13,"Slav Defense",203120,2.029807,665,"Slav Defense: Breyer Variation","Breyer Variation",3211,0.032088
13,"Slav Defense",203120,2.029807,754,"Slav Defense: Chameleon Variation, Advance System","Chameleon Variation, Advance System",2593,0.025912
13,"Slav Defense",203120,2.029807,757,"Slav Defense: Chebanenko Variation, Advance System","Chebanenko Variation, Advance System",2577,0.025752
13,"Slav Defense",203120,2.029807,764,"Slav Defense: Czech Variation, Classical System, Main Line","Czech Variation, Classical System, Main Line",2541,0.025393
13,"Slav Defense",203120,2.029807,825,"Slav Defense: Two Knights Attack","Two Knights Attack",2224,0.022225
13,"Slav Defense",203120,2.029807,888,"Slav Defense: Exchange Variation, Trifunovic Variation","Exchange Variation, Trifunovic Variation",1971,0.019696
13,"Slav Defense",203120,2.029807,978,"Slav Defense: Czech Variation, Classical System","Czech Variation, Classical System",1676,0.016749
13,"Slav Defense",203120,2.029807,996,"Slav Defense: Alekhine Variation","Alekhine Variation",1621,0.016199
14,"Scandinavian Defense",165456,1.653425,46,"Scandinavian Defense: Mieses-Kotroc Variation","Mieses-Kotroc Variation",37546,0.375202
14,"Scandinavian Defense",165456,1.653425,100,"Scandinavian Defense: Modern Variation","Modern Variation",21243,0.212284
14,"Scandinavian Defense",165456,1.653425,111,"Scandinavian Defense: Main Line","Main Line",19644,0.196305
14,"Scandinavian Defense",165456,1.653425,117,"Scandinavian Defense: Gubinsky-Melts Defense","Gubinsky-Melts Defense",18590,0.185773
14,"Scandinavian Defense",165456,1.653425,164,"Scandinavian Defense","",14769,0.147589
14,"Scandinavian Defense",165456,1.653425,215,"Scandinavian Defense: Main Line, Mieses Variation","Main Line, Mieses Variation",11676,0.116680
14,"Scandinavian Defense",165456,1.653425,386,"Scandinavian Defense: Valencian Variation","Valencian Variation",6267,0.062627
14,"Scandinavian Defense",165456,1.653425,399,"Scandinavian Defense: Marshall Variation","Marshall Variation",6043,0.060389
14,"Scandinavian Defense",165456,1.653425,500,"Scandinavian Defense: Bronstein Variation","Bronstein Variation",4813,0.048097
14,"Scandinavian Defense",165456,1.653425,547,"Scandinavian Defense: Classical Variation","Classical Variation",4316,0.043130
14,"Scandinavian Defense",165456,1.653425,567,"Scandinavian Defense: Portuguese Variation","Portuguese Variation",4170,0.041671
14,"Scandinavian Defense",165456,1.653425,575,"Scandinavian Defense: Richter Variation","Richter Variation",4041,0.040382
14,"Scandinavian Defense",165456,1.653425,579,"Scandinavian Defense: Blackburne Gambit","Blackburne Gambit",3995,0.039923
14,"Scandinavian Defense",165456,1.653425,602,"Scandinavian Defense: Lasker Variation","Lasker Variation",3757,0.037544
14,"Scandinavian Defense",165456,1.653425,733,"Scandinavian Defense: Main Line, Leonhardt Gambit","Main Line, Leonhardt Gambit",2747,0.027451
14,"Scandinavian Defense",165456,1.653425,924,"Scandinavian Defense: Icelandic-Palme Gambit","Icelandic-Palme Gambit",1839,0.018377
15,"Italian Game",165189,1.650757,49,"Italian Game: Classical Variation, Giuoco Pianissimo","Classical Variation, Giuoco Pianissimo",36030,0.360053
15,"Italian Game",165189,1.650757,70,"Italian Game: Two Knights Defense, Modern Bishop's Opening","Two Knights Defense, Modern Bishop's Opening",27168,0.271494
15,"Italian Game",165189,1.650757,105,"Italian Game: Giuoco Pianissimo, Normal","Giuoco Pianissimo, Normal",20754,0.207398
15,"Italian Game",165189,1.650757,266,"Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line","Two Knights Defense, Polerio Defense, Bishop Check Line",9055,0.090488
15,"Italian Game",165189,1.650757,349,"Italian Game: Classical Variation, Greco Gambit","Classical Variation, Greco Gambit",6783,0.067783
15,"Italian Game",165189,1.650757,358,"Italian Game: Giuoco Piano","Giuoco Piano",6632,0.066275
15,"Italian Game",165189,1.650757,372,"Italian Game: Classical Variation, Giuoco Pianissimo, with d6","Classical Variation, Giuoco Pianissimo, with d6",6410,0.064056
15,"Italian Game",165189,1.650757,375,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation","Giuoco Pianissimo, Italian Four Knights Variation",6400,0.063956
15,"Italian Game",165189,1.650757,417,"Italian Game: Scotch Gambit, Anderssen Attack","Scotch Gambit, Anderssen Attack",5781,0.057770
15,"Italian Game",165189,1.650757,544,"Italian Game: Giuoco Pianissimo","Giuoco Pianissimo",4345,0.043420
15,"Italian Game",165189,1.650757,549,"Italian Game: Two Knights Defense","Two Knights Defense",4310,0.043070
15,"Italian Game",165189,1.650757,632,"Italian Game: Hungarian Defense","Hungarian Defense",3473,0.034706
15,"Italian Game",165189,1.650757,654,"Italian Game: Classical Variation, Greco Gambit, Traditional Line","Classical Variation, Greco Gambit, Traditional Line",3315,0.033127
15,"Italian Game",165189,1.650757,680,"Italian Game: Scotch Gambit, Max Lange Attack","Scotch Gambit, Max Lange Attack",3115,0.031129
